Id;CodeCIS;Denomination;FormePharma;EstCommercialisée;StatutBDM;NoUE_autorisation;Titulaire(s);surveillance;JJ_MM_AAAA;idProcédure;idStatutAdmin
15213;69661139;MEMANTINE ZYDUS FRANCE 20 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZYDUS FRANCE;FAUX;24/12/2013;4;1
15214;69661228;AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA K.S 100 mg/12,5 mg par ml ENFANTS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique: 8/1);poudre pour suspension buvable;VRAI;Warning disponibilité;;ZENTIVA FRANCE;FAUX;01/03/2007;2;1
15215;69661235;ACIDE FOLIQUE VIATRIS 5 mg, comprimé;comprimé;FAUX;;;VIATRIS SANTE;FAUX;24/03/2014;2;1
15216;69662077;SEDACOLLYRE CETHEXONIUM 0,25 POUR MILLE, collyre en solution;collyre en solution;FAUX;;;COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE);FAUX;24/07/1996;2;1
15217;69662344;ITRACONAZOLE TEVA 100 mg, gélule;gélule;FAUX;;;TEVA SANTE;FAUX;10/09/2007;2;1
15218;69662472;THUYA OCCIDENTALIS FERRIER, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules;FAUX;;;FERRIER;FAUX;20/10/2008;3;1
15219;69662643;NICCOLUM METALLICUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;30/08/2019;3;1
15220;69663414;NINLARO 2,3 mg, gélule;gélule;FAUX;;EU/1/16/1094;TAKEDA PHARMA (DANEMARK);VRAI;21/11/2016;5;1
15221;69663841;IXEL 50 mg, gélule;gélule;VRAI;Warning disponibilité;;PIERRE FABRE MEDICAMENT;FAUX;06/12/1996;1;2
15222;69663909;TICOVAC 0,5 ml ADULTES, suspension injectable en seringue préremplie. Vaccin de l'encéphalite à tiques (virus entier inactivé);suspension injectable;FAUX;;;PFIZER HOLDING FRANCE;FAUX;28/09/2004;1;1
15223;69664434;ACARBOSE ARROW 50 mg, comprimé;comprimé;FAUX;;;ARROW GENERIQUES;FAUX;16/07/2020;4;1
15224;69666321;SKENAN L.P. 30 mg, microgranules à libération prolongée en gélule;microgranule à libération prolongée en gélule;FAUX;;;ETHYPHARM;FAUX;28/08/1990;2;1
15225;69666766;LENALIDOMIDE EG 15 mg, gélule;gélule;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;15/09/2020;4;1
15226;69666976;PREDNISOLONE CRISTERS 20 mg, comprimé effervescent sécable;comprimé effervescent(e) sécable;FAUX;;;CRISTERS;FAUX;12/02/2003;2;1
15227;69667569;DACRYOSERUM, solution pour lavage ophtalmique en récipient unidose;solution pour lavage;FAUX;;;COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE);FAUX;06/05/1998;2;1
15228;69667836;TECHNESCAN SESTAMIBI 1 mg, trousse pour préparation radiopharmaceutique;trousse pour préparation radiopharmaceutique;FAUX;;;CURIUM NETHERLANDS (PAYS-BAS);FAUX;31/10/2008;4;1
15229;69667989;AMINOVEN 5 POUR CENT, solution pour perfusion;solution pour perfusion;FAUX;;;FRESENIUS KABI FRANCE;FAUX;28/07/1999;2;1
15230;69668450;INDOBIOTIC, collyre en solution en récipient unidose;collyre en solution;FAUX;;;LABORATOIRE CHAUVIN;FAUX;13/09/2000;2;1
15231;69668482;FLUCONAZOLE ZENTIVA 200 mg, gélule;gélule;FAUX;;;ZENTIVA FRANCE;FAUX;12/11/2003;2;1
15232;69668703;OTIPAX, solution pour instillation auriculaire;solution pour instillation;FAUX;;;BIOCODEX;FAUX;13/08/1997;2;1
15233;69669641;PYRITE DE FER BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;31/10/2019;3;1
15234;69669723;OSMOGEL, gel pour application locale;gel pour application;FAUX;;;P&G HEALTH FRANCE;FAUX;22/04/1996;2;1
15235;69671343;CARBOPLATINE VIATRIS 10 mg/ml, solution pour perfusion;solution pour perfusion;FAUX;;;VIATRIS SANTE;FAUX;17/12/1999;2;1
15236;69671845;DOSTINEX 0,5 mg, comprimé;comprimé;FAUX;;;PFIZER HOLDING FRANCE;FAUX;13/03/1996;2;1
15237;69672096;TRIMETAZIDINE MYLAN 20 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;MYLAN SAS;FAUX;16/04/1999;2;2
15238;69673091;LIERRE GRIMPANT BIOGARAN CONSEIL SANS SUCRE, solution buvable édulcorée au maltitol liquide;solution buvable;FAUX;;;BIOGARAN;FAUX;27/09/2018;2;1
15239;69673102;RISPERIDONE EVOLUGEN 2 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;EVOLUPHARM;FAUX;10/09/2007;2;1
15240;69673433;PREMINOR 5 mg/5 mg, gélule;gélule;FAUX;;;LEURQUIN MEDIOLANUM;FAUX;27/07/2018;4;1
15241;69674026;DELURSAN 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;TEVA (PAYS-BAS);FAUX;28/11/2011;2;1
15242;69674784;COCHLEARIA ARMORACIA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;06/10/2011;3;1
15243;69675822;ARIPIPRAZOLE BGR 10 mg, comprimé;comprimé;FAUX;;;BIOGARAN;FAUX;27/11/2015;4;1
15244;69677556;RISPERIDONE VIATRIS 1 mg/ml, solution buvable;solution buvable;FAUX;;;VIATRIS SANTE;FAUX;21/11/2007;2;1
15245;69678277;MYFORTIC 180 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);FAUX;;;NOVARTIS PHARMA;FAUX;10/10/2003;1;1
15246;69681070;PEMETREXED HOSPIRA 1000 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;FAUX;;EU/1/15/1057;PFIZER EUROPE MA EEIG (BELGIQUE);FAUX;20/11/2015;5;1
15247;69681469;LONSURF 15 mg/6,14 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/16/1096;LES LABORATOIRES SERVIER;FAUX;25/04/2016;5;1
15248;69681960;NICOTINE EG 7 mg/24 h, dispositif transdermique;dispositif;FAUX;;;GLAXOSMITHKLINE SANTE GRAND PUBLIC;FAUX;20/05/2008;2;1
15249;69684369;VINORELBINE SANDOZ 20 mg, capsule molle;capsule molle;FAUX;;;SANDOZ;FAUX;02/04/2019;4;1
15250;69685535;PHLOROGLUCINOL VIATRIS 160 mg, comprimé orodispersible;comprimé orodispersible;FAUX;;;VIATRIS SANTE;FAUX;26/10/2021;2;1
15251;69686498;CADELIUS 600 mg/1000 UI, comprimé orodispersible;comprimé orodispersible;FAUX;;;ITALFARMACO (ESPAGNE);FAUX;27/11/2015;4;1
15252;69686815;ARANEA DIADEMA LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;LEHNING;FAUX;05/04/2019;3;1
15253;69688360;CAPTOPRIL HYDROCHLOROTHIAZIDE SANDOZ 50 mg/25 mg, comprimé sécable;comprimé sécable;VRAI;Warning disponibilité;;SANDOZ;FAUX;16/07/2003;1;2
15254;69688620;VAXELIS, suspension injectable en seringue préremplie. Vaccin diphtérique, tétanique, coquelucheux (acellulaire, multicomposé), de l'hépatite B (ADNr), poliomyélitique (inactivé) et conjugué de l'Haemophilus de type b (adsorbé);suspension injectable;FAUX;;EU/1/15/1079;MCM VACCINE B.V. (PAYS-BAS);FAUX;15/02/2016;5;1
15255;69688894;SARGENOR SANS SUCRE 1 g, comprimé à croquer édulcoré à la saccharine sodique et au cyclamate de sodium;comprimé à croquer;FAUX;;;MEDA PHARMA;FAUX;05/12/1997;2;1
15256;69689672;W538;granules et  solution en gouttes en gouttes buvable en gouttes;FAUX;;;WELEDA;FAUX;25/03/2021;3;1
15257;69690354;OXYCODONE DELBERT 10 mg/mL, solution injectable;solution injectable;FAUX;;;LABORATOIRES DELBERT;FAUX;02/05/2018;2;1
15258;69692533;URAPIDIL TEVA LP 30 mg, gélule à libération prolongée;gélule à libération prolongée;FAUX;;;TEVA (PAYS-BAS);FAUX;10/03/2020;4;1
15259;69693507;FINASTERIDE ARROW LAB 5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ARROW GENERIQUES;FAUX;06/08/2008;4;1
15260;69694018;FERRIPROX 100 mg/ml, solution buvable;solution buvable;FAUX;;EU/1/99/108;CHIESI FARMACEUTICI;FAUX;19/11/2007;5;1
15261;69694541;PENTASA 1 g, suppositoire;suppositoire;FAUX;;;FERRING (FRANCE);FAUX;25/05/1992;2;1
15262;69695547;BENAZEPRIL EG 5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;11/09/2006;2;1
15263;69696186;XEROQUEL LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée;VRAI;Warning disponibilité;;BB FARMA (ITALIE);FAUX;18/10/2016;7;2
15264;69697199;ATROPINE (SULFATE) AGUETTANT 0,25 mg/mL, solution injectable;solution injectable;FAUX;;;AGUETTANT;FAUX;17/04/1991;2;1
15265;69699257;PERINDOPRIL SANDOZ 2 mg, comprimé;comprimé;FAUX;;;SANDOZ;FAUX;07/04/2008;4;1
15266;69699339;PROTHIADEN 75 mg, comprimé enrobé;comprimé enrobé;FAUX;;;TEOFARMA;FAUX;26/10/1981;2;1
15267;69699613;FINASTERIDE ZENTIVA 5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZENTIVA FRANCE;FAUX;19/05/2006;2;1
15268;69700033;LOXAPAC, solution buvable;solution buvable;FAUX;;;EISAI SAS;FAUX;18/02/1980;2;1
15269;69700567;HYDREA 500 mg, gélule;gélule;FAUX;;;CHEPLAPHARM ARZNEIMITTEL (ALLEMAGNE);FAUX;08/12/1997;2;1
15270;69701039;CEFEPIME PANPHARMA 2 g, poudre pour solution injectable (IV);poudre pour solution injectable;FAUX;;;PANMEDICA;FAUX;21/09/2010;2;1
15271;69701943;TRAMADOL ARROW L.P. 100 mg, gélule à libération prolongée;gélule à libération prolongée;FAUX;;;ARROW GENERIQUES;FAUX;10/03/2009;2;1
15272;69702372;CLARITHROMYCINE HCS 500 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;HCS (BELGIQUE);FAUX;28/05/2019;2;1
15273;69704761;MEDIATENSYL LP 60 mg, gélule à libération prolongée;gélule à libération prolongée;FAUX;;;CHEPLAPHARM ARZNEIMITTEL (ALLEMAGNE);FAUX;25/02/1988;2;1
15274;69704932;INSULATARD 100 unités internationales/ml, suspension injectable;suspension injectable;FAUX;;EU/1/02/233;NOVO NORDISK (DANEMARK);FAUX;07/10/2002;5;1
15275;69705653;NOVOSEVEN 8 mg (400 KUI), poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;FAUX;;EU/1/96/006;NOVO NORDISK (DANEMARK);FAUX;28/10/2010;5;1
15276;69706253;KLEAN-PREP, poudre pour solution buvable en sachet;poudre et  poudre pour solution buvable;FAUX;;;NORGINE;FAUX;21/02/1990;2;1
15277;69706381;LEVETIRACETAM EG LABO 1000 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;05/10/2020;4;1
15278;69706972;ALFATIL 250 mg, gélule;gélule;VRAI;Warning disponibilité;;LABORATOIRES ETHYPHARM;FAUX;10/06/1981;2;1
15279;69708941;SOLUTION STAGO DILUEE, solution buvable en flacon;solution buvable;VRAI;Warning disponibilité;;PHARMA DEVELOPPEMENT;FAUX;20/05/1992;2;2
15280;69709274;TADALAFIL TEVA 20 mg, comprimé pelliculé sécable;comprimé pelliculé;FAUX;;;TEVA SANTE;FAUX;23/05/2017;4;1
15281;69710020;SILDENAFIL ZYDUS 100 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZYDUS FRANCE;FAUX;27/08/2018;2;1
15282;69710351;EPITOMAX 50 mg, gélule;gélule;FAUX;;;JANSSEN CILAG;FAUX;24/08/1998;1;1
15283;69710789;BISOPROLOL BGR 3,75 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;VRAI;Warning disponibilité;;BIOGARAN;FAUX;04/01/2000;1;1
15284;69713034;BROMHYDRATE DE SCOPOLAMINE RENAUDIN 0,025 %, solution injectable;solution injectable;FAUX;;;LABORATOIRE RENAUDIN;FAUX;28/09/2004;2;1
15285;69713511;MICROTRAST, pâte orale;pâte;FAUX;;;GUERBET;FAUX;31/12/1997;2;1
15286;69713550;QUINIMAX 500 mg, comprimé sécable pelliculé;comprimé sécable pelliculé;FAUX;;;SANOFI WINTHROP INDUSTRIE;FAUX;24/06/1996;2;1
15287;69714150;IRBESARTAN/HYDROCHLOROTHIAZIDE EG 300 mg/25 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;23/12/2011;4;1
15288;69715252;AMOXICILLINE/ACIDE CLAVULANIQUE TEVA 100 mg/12,5 mg par ml NOURRISSONS, poudre pour suspension buvable en flacon (rapport amoxicilline/acide clavulanique : 8/1);poudre pour suspension buvable;FAUX;;;TEVA SANTE;FAUX;07/05/2003;2;1
15289;69715754;CARLIN 75 microgrammes/30 microgrammes, comprimé enrobé;comprimé enrobé;FAUX;;;EFFIK;FAUX;05/06/2006;2;1
15290;69716272;CALCIDIA 1,54 g, granulé pour suspension buvable en sachet-dose;granulés pour suspension buvable;FAUX;;;BAYER HEALTHCARE;FAUX;22/04/1987;2;1
15291;69716450;PRAMIPEXOLE TEVA 0,7 mg comprimé;comprimé;FAUX;;EU/1/08/490;TEVA (PAYS-BAS);FAUX;18/12/2008;5;1
15292;69716728;FICARIA RANUNCULOIDES BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;03/10/2019;3;1
15293;69716824;ACTONEL 30 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;THERAMEX IRELAND (IRLANDE);FAUX;03/05/2000;1;1
15294;69717844;FLEXEA 625 mg, comprimé;comprimé;FAUX;;;EXPANSCIENCE;FAUX;12/07/2007;1;1
15295;69718024;AGOMELATINE EG 25 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;19/09/2018;4;1
15296;69718483;DIFFERINE 0,1 %, crème;crème;FAUX;;;GALDERMA INTERNATIONAL;FAUX;09/07/1997;2;1
15297;69718946;FOLINATE DE CALCIUM ZENTIVA 25 mg/10 ml, solution injectable (IM,IV) en ampoule;solution injectable;FAUX;;;ZENTIVA FRANCE;FAUX;07/07/1992;2;1
15298;69719090;"STEROGYL 15 ""H"" 600 000 UI/1,5 ml, solution injectable IM en ampoule";solution injectable;FAUX;;;DESMA PHARMA;FAUX;21/03/1997;2;1
15299;69719293;TRECONDI 5 g, poudre pour solution pour perfusion;poudre pour solution pour perfusion;FAUX;;EU/1/18/1351;MEDAC GESELLSCHAFT FUR KLINISCHE SPEZIALPRAPARATE (ALLEMAGNE);FAUX;20/06/2019;5;1
15300;69719585;VALGANCICLOVIR VIATRIS 450 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;VIATRIS SANTE;FAUX;28/05/2015;4;1
15301;69720897;ATROVENT 0,50 mg/1 ml ADULTES, solution pour inhalation par nébuliseur en récipient unidose;solution pour inhalation par nébuliseur;FAUX;;;BOEHRINGER INGELHEIM FRANCE;FAUX;19/06/2002;2;1
15302;69721369;PIROXICAM TEVA 20 mg/1 ml, solution injectable (IM);solution injectable;FAUX;;;TEVA SANTE;FAUX;02/06/1998;2;1
15303;69722161;ECONAZOLE SANDOZ 1 POUR CENT, solution pour application cutanée;solution pour application;VRAI;Warning disponibilité;;SANDOZ;FAUX;07/06/1993;2;2
15304;69722236;PARACETAMOL/CODEINE PIERRE FABRE 600 mg/50 mg, comprimé;comprimé;VRAI;Warning disponibilité;;PIERRE FABRE MEDICAMENT;FAUX;26/07/1990;2;1
15305;69722250;FENTANYL BIOGARAN 800 microgrammes, comprimé sublingual;comprimé;FAUX;;;BIOGARAN;FAUX;14/01/2021;2;1
15306;69723039;DESLORATADINE VIATRIS 5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;VIATRIS SANTE;FAUX;15/02/2013;4;1
15307;69723053;PREGABALINE MYLAN 25 mg, gélule;gélule;FAUX;;EU/1/15/997;MYLAN PHARMACEUTICALS (IRLANDE);FAUX;25/06/2015;5;1
15308;69723217;GASTROPULGITE, poudre pour suspension buvable;poudre pour suspension buvable;VRAI;Warning disponibilité;;IPSEN CONSUMER HEALTHCARE;FAUX;10/07/1995;2;1
15309;69723943;DASATINIB KRKA 20 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;KRKA (SLOVENIE);FAUX;01/10/2019;4;1
15310;69724187;ACAMPROSATE BIOGARAN 333 mg, comprimé pelliculé gastro-résistant;comprimé pelliculé gastro-résistant(e);FAUX;;;BIOGARAN;FAUX;25/10/2013;2;1
15311;69724251;ALDACTAZINE 25 mg/15 mg, comprimé sécable;comprimé sécable;FAUX;;;PFIZER HOLDING FRANCE;FAUX;16/10/1995;2;1
15312;69724301;CLOBEX 500 microgrammes/g, shampooing;shampooing;FAUX;;;GALDERMA INTERNATIONAL;FAUX;08/06/2007;1;1
15313;69725264;TYAVAX, suspension et solution pour suspension injectable en seringue préremplie. Vaccin de l'hépatite A (inactivé, adsorbé) et typhoïdique polyosidique;solution et  suspension pour suspension injectable;FAUX;;;SANOFI PASTEUR EUROPE;FAUX;24/02/2003;1;1
15314;69725606;LOSARTAN/HYDROCHLOROTHIAZIDE KRKA 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;KRKA (SLOVENIE);FAUX;21/10/2010;1;1
15315;69726341;CINACALCET BIOGARAN 60 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;BIOGARAN;FAUX;31/10/2017;2;1
15316;69726665;DELTIUS 10 000 UI/ml, solution buvable en gouttes;solution buvable en gouttes;VRAI;Warning disponibilité;;ITALFARMACO (ESPAGNE);FAUX;22/04/2016;4;1
15317;69727429;LYUMJEV 100 unités/mL, solution injectable en flacon;solution injectable;FAUX;;EU/1/20/1422;ELI LILLY NEDERLAND BV (PAY-BAS);VRAI;24/03/2020;5;1
15318;69729088;EVRA 203 microgrammes/24 heures + 33,9 microgrammes/24 heures, dispositif transdermique;dispositif;FAUX;;EU/1/02/223;GEDEON RICHTER;FAUX;22/08/2002;5;1
15319;69729519;MIDODRINE SUBSTIPHARM 2,5 mg, comprimé;comprimé;FAUX;;;SUBSTIPHARM;FAUX;20/07/2018;2;1
15320;69730375;BRONCALENE ENFANTS, sirop;sirop;VRAI;Alerte;;MELISANA PHARMA;FAUX;01/08/1978;2;3
15321;69731801;ZENTEL 0,4 g/10 mL, suspension buvable;suspension buvable;FAUX;;;GLAXOSMITHKLINE;FAUX;01/07/1987;2;1
15322;69733040;INDAPAMIDE ZENTIVA LP 1,5 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;FAUX;;;ZENTIVA FRANCE;FAUX;14/10/2008;2;1
15323;69733236;LIVIAL 2,5 mg, comprimé;comprimé;FAUX;;;BB FARMA (ITALIE);FAUX;22/08/2016;7;1
15324;69733859;MICARDISPLUS 80 mg/25 mg, comprimé;comprimé;FAUX;;EU/1/02/213;BOEHRINGER INGELHEIM INTERNATIONAL;FAUX;27/03/2008;5;1
15325;69734039;LIPOROSA 20 mg/10 mg, gélule;gélule;FAUX;;;BB FARMA (ITALIE);FAUX;24/06/2021;7;1
15326;69734142;OXYCODONE MEDAC 50 mg/mL, solution injectable/pour perfusion;solution injectable ou pour perfusion;FAUX;;;MOLTENI & ALITTI;FAUX;27/06/2017;4;1
15327;69734808;SOLUTION PRETE A L'EMPLOI D.P.C.A. 2 FRESENIUS, solution pour dialyse péritonéale;solution pour dialyse péritonéale;VRAI;Warning disponibilité;;FRESENIUS MEDICAL CARE DEUTSCHLAND (ALLEMAGNE);FAUX;06/05/1988;2;2
15328;69735415;ARTERE WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;granules et  solution en gouttes en gouttes;FAUX;;;WELEDA;FAUX;23/05/2019;3;1
15329;69735867;AMLODIPINE CRISTERS 5 mg, gélule;gélule;FAUX;;;CRISTERS;FAUX;27/08/2009;2;1
15330;69736225;RHUS TOXICODENDRON COMPOSE;granules et  solution;FAUX;;;BOIRON;FAUX;27/05/2020;3;1
15331;69736549;LEPTAX 500 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;HAC PHARMA;FAUX;13/04/2018;4;1
15332;69737206;ARACYTINE 500 mg, poudre pour solution pour perfusion;poudre pour solution pour perfusion;FAUX;;;PFIZER HOLDING FRANCE;FAUX;02/09/1985;2;1
15333;69737836;RANITIDINE BIOGARAN 300 mg, comprimé effervescent;comprimé effervescent(e);VRAI;Warning disponibilité;;SAINT GERMAIN;FAUX;24/12/1991;2;2
15334;69738404;FERVEX ADULTES FRAMBOISE, granulés pour solution buvable en sachet;granulés pour solution buvable;FAUX;;;UPSA;FAUX;07/03/2011;2;1
15335;69739292;GRINAZOLE 100 mg/g, pâte pour usage dentaire;pâte pour usage dentaire;FAUX;;;SEPTODONT;FAUX;18/08/1983;2;1
15336;69739716;GLICLAZIDE BGR 30 mg, comprimé à libération modifiée;comprimé à libération modifiée;FAUX;;;BIOGARAN;FAUX;24/11/2008;4;1
15337;69740017;INDAPAMIDE BIOGARAN 1,5 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;FAUX;;;BIOGARAN;FAUX;08/12/1994;1;1
15338;69740106;BUPENSAN 8 mg, comprimé sublingual;comprimé;FAUX;;;G.L. PHARMA (AUTRICHE);FAUX;01/03/2022;4;1
15339;69741329;ERLOTINIB TEVA FRANCE 150 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;TEVA (PAYS-BAS);FAUX;14/02/2018;4;1
15340;69741731;NEUPRO 2 mg/24 h, dispositif transdermique;dispositif;FAUX;;EU/1/05/331;UCB PHARMA BELGIQUE;FAUX;15/02/2006;5;1
15341;69742178;FLUOXETINE VIATRIS 20 mg, comprimé dispersible sécable;comprimé dispersible sécable;FAUX;;;VIATRIS SANTE;FAUX;04/02/2004;2;1
15342;69742203;FEBUXOSTAT ZENTIVA LAB 80 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZENTIVA FRANCE;FAUX;04/07/2017;2;1
15343;69742210;STREPSILS MIEL CITRON, pastille à sucer;pastille à sucer;FAUX;;;BB FARMA (ITALIE);FAUX;11/10/2021;7;1
15344;69742445;DOLI ETAT GRIPPAL PARACETAMOL/VITAMINE C/PHENIRAMINE 500 mg/200 mg/25 mg, poudre pour solution buvable en sachet;poudre pour solution buvable;VRAI;Warning disponibilité;;OPELLA HEALTHCARE FRANCE;FAUX;05/02/2014;2;4
15345;69742819;VORICONAZOLE BIOGARAN 200 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;BIOGARAN;FAUX;12/07/2016;1;1
15346;69742865;MOTILIUM 1 mg/ml, suspension buvable;suspension buvable;VRAI;Warning disponibilité;;JANSSEN CILAG;FAUX;10/03/1980;1;1
15347;69743305;CEFOTAXIME VIATRIS 2 g, poudre pour solution injectable (IM-IV);poudre pour solution injectable;FAUX;;;VIATRIS SANTE;FAUX;28/09/1998;2;1
15348;69744389;RAMIPRIL CRISTERS PHARMA 1,25 mg, comprimé;comprimé;FAUX;;;SUN PHARMA FRANCE;FAUX;25/09/2014;4;1
15349;69744670;MARGA, comprimé à sucer;comprimé à sucer;FAUX;;;COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE);FAUX;25/03/1993;2;1
15350;69745669;TERBINAFINE EG 1 %, crème;crème;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;19/02/2010;2;1
15351;69746358;OXYCODONE SANDOZ 10 mg, gélule;gélule;FAUX;;;SANDOZ;FAUX;15/11/2016;2;1
15352;69749137;VEYVONDI 1300 UI poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;FAUX;;EU/1/18/1298;BAXALTA INNOVATIONS (AUTRICHE);FAUX;31/08/2018;5;1
15353;69751088;ZAMUDOL LP 50 mg, gélule à libération prolongée;gélule à libération prolongée;FAUX;;;MEDA PHARMA;FAUX;15/04/1998;1;1
15354;69751818;ORACILLINE 1 000 000 UI/10 ml, suspension buvable;suspension buvable;FAUX;;;UCB PHARMA;FAUX;30/07/1985;2;1
15355;69753527;GEMCITABINE ARROW 40 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;;EUGIA PHARMA (MALTA) (MALTE);FAUX;27/04/2010;2;1
15356;69754337;NEUTRAVERA GLUCOSE 2,3 %, CALCIUM 1,25 mmol/l, solution pour dialyse péritonéale;solution pour dialyse péritonéale;FAUX;;;FRESENIUS MEDICAL CARE DEUTSCHLAND (ALLEMAGNE);FAUX;20/09/2004;1;1
15357;69756142;AMOROLFINE ZENTIVA 5 %, vernis à ongles médicamenteux;vernis à ongles médicamenteux(se);FAUX;;;ZENTIVA FRANCE;FAUX;27/12/2010;2;1
15358;69756861;VELCADE 1 mg, poudre pour solution injectable;poudre pour solution injectable;FAUX;;EU/1/04/274;JANSSEN CILAG INTERNATIONAL NV;FAUX;21/04/2008;5;1
15359;69758944;RAMIPRIL EVOLUGEN 5 mg, comprimé sécable;comprimé sécable;FAUX;;;EVOLUPHARM;FAUX;10/11/2008;2;1
15360;69759067;W329;granules et  solution en gouttes en gouttes buvable en gouttes;FAUX;;;WELEDA;FAUX;29/06/2020;3;1
15361;69759163;EPHEDRA VULGARIS BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;08/11/2019;3;1
15362;69759672;FLUCONAZOLE VIATRIS 10 mg/ml, poudre pour suspension buvable;poudre pour suspension buvable;FAUX;;;VIATRIS SANTE;FAUX;27/12/2006;2;1
15363;69760411;CELLTOP 25 mg, capsule molle;capsule molle;VRAI;Warning disponibilité;;BAXTER;FAUX;11/08/1993;2;1
15364;69761794;OCALIVA 10 mg, comprimé;comprimé pelliculé;FAUX;;EU/1/16/1139;ADVANZ PHARMA LIMITED;FAUX;12/12/2016;5;1
15365;69761926;VARDENAFIL KRKA 20 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;KRKA (SLOVENIE);FAUX;06/03/2018;4;1
